user_sequence,challenge
68781_13,CI26382
68782_11,CI25789
68782_12,CI25787
68782_13,CI25786
68783_11,CI25282
68783_12,CI25477
68783_13,CI25409
68790_11,CI24397
68790_12,CI24389
68790_13,CI24326
68792_11,CI27136
68792_12,CI27141
68792_13,CI27139
68793_11,CI23537
68793_12,CI24865
68793_13,CI24400
68796_11,CI26435
68796_12,CI26434
68796_13,CI26432
68798_11,CI24050
68798_12,CI24866
68798_13,CI23615
68801_11,CI23831
68801_12,CI24933
68801_13,CI23883
68803_11,CI24234
68803_12,CI24865
68803_13,CI24901
68805_11,CI24071
68805_12,CI24756
68805_13,CI23970
68806_11,CI24940
68806_12,CI24932
68806_13,CI24535
68807_11,CI26435
68807_12,CI26434
68807_13,CI26432
68810_11,CI24683
68810_12,CI24165
68810_13,CI24823
68814_11,CI24070
68814_12,CI24398
68814_13,CI23630
68817_11,CI27413
68817_12,CI27419
68817_13,CI27424
68818_11,CI27410
68818_12,CI27411
68818_13,CI27413
68819_11,CI24901
68819_12,CI24923
68819_13,CI24319
68820_11,CI26288
68820_12,CI26262
68820_13,CI25698
68822_11,CI23630
68822_12,CI24763
68822_13,CI23942
68829_11,CI24769
68829_12,CI24020
68829_13,CI24756
68830_11,CI24403
68830_12,CI24319
68830_13,CI24314
68832_11,CI24710
68832_12,CI24889
68832_13,CI24857
68834_11,CI24677
68834_12,CI24678
68834_13,CI24676
68835_11,CI24677
68835_12,CI24678
68835_13,CI24675
68840_11,CI27417
68840_12,CI27413
68840_13,CI27419
68843_11,CI25442
68843_12,CI23788
68843_13,CI25688
68844_11,CI24145
68844_12,CI26519
68844_13,CI26515
68846_11,CI23800
68846_12,CI24899
68846_13,CI24923
68851_11,CI25389
68851_12,CI25532
68851_13,CI25390
68853_11,CI24455
68853_12,CI24503
68853_13,CI24452
68865_11,CI24677
68865_12,CI24678
68865_13,CI24535
68869_11,CI26435
68869_12,CI26436
68869_13,CI26439
68872_11,CI27410
68872_12,CI27413
68872_13,CI27411
68875_11,CI24705
68875_12,CI24307
68875_13,CI23971
68876_11,CI24849
68876_12,CI25477
68876_13,CI25256
68877_11,CI27410
68877_12,CI27411
68877_13,CI27413
68878_11,CI27417
68878_12,CI27419
68878_13,CI27413
68879_11,CI25968
68879_12,CI25985
68879_13,CI25978
68881_11,CI25985
68881_12,CI25990
68881_13,CI25980
68883_11,CI26435
68883_12,CI26434
68883_13,CI26432
68891_11,CI24327
68891_12,CI24459
68891_13,CI25247
68897_11,CI23537
68897_12,CI24400
68897_13,CI24336
68899_11,CI24932
68899_12,CI24399
68899_13,CI24866
68905_11,CI25390
68905_12,CI25389
68905_13,CI25532
68906_11,CI24112
68906_12,CI23667
68906_13,CI24042
68907_11,CI26435
68907_12,CI26436
68907_13,CI26439
68908_11,CI24040
68908_12,CI25084
68908_13,CI26056
68910_11,CI23781
68910_12,CI23838
68910_13,CI23745
68913_11,CI24672
68913_12,CI24917
68913_13,CI24150
68918_11,CI24734
68918_12,CI24758
68918_13,CI24917
68926_11,CI23883
68926_12,CI24863
68926_13,CI25697
68928_11,CI24770
68928_12,CI24769
68928_13,CI24757
68930_11,CI24020
68930_12,CI24151
68930_13,CI24697
68936_11,CI24866
68936_12,CI24940
68936_13,CI24680
68938_11,CI26435
68938_12,CI26434
68938_13,CI26432
68939_11,CI26355
68939_12,CI25780
68939_13,CI25777
68941_11,CI25077
68941_12,CI23726
68941_13,CI24176
68942_11,CI24756
68942_12,CI24719
68942_13,CI24676
68943_11,CI24319
68943_12,CI24070
68943_13,CI24303
68944_11,CI23656
68944_12,CI24148
68944_13,CI24112
68950_11,CI24050
68950_12,CI24403
68950_13,CI23882
68951_11,CI24042
68951_12,CI24756
68951_13,CI24757
68955_11,CI24535
68955_12,CI24399
68955_13,CI24176
68957_11,CI25812
68957_12,CI25813
68957_13,CI25811
68960_11,CI26288
68960_12,CI26204
68960_13,CI26205
68965_11,CI24760
68965_12,CI24259
68965_13,CI23493
68966_11,CI24176
68966_12,CI23726
68966_13,CI24020
68968_11,CI27417
68968_12,CI27413
68968_13,CI27410
68969_11,CI24923
68969_12,CI24934
68969_13,CI24915
68970_11,CI24401
68970_12,CI24389
68970_13,CI24403
68972_11,CI24397
68972_12,CI24363
68972_13,CI24235
68973_11,CI24899
68973_12,CI24897
68973_13,CI24894
68976_11,CI23800
68976_12,CI24070
68976_13,CI24917
68978_11,CI24923
68978_12,CI24934
68978_13,CI24915
68982_11,CI25692
68982_12,CI25689
68982_13,CI24917
68990_11,CI24179
68990_12,CI24931
68990_13,CI23883
68991_11,CI26425
68991_12,CI26424
68991_13,CI26439
68993_11,CI24259
68993_12,CI24760
68993_13,CI23493
68996_11,CI24898
68996_12,CI24319
68996_13,CI24303
68997_11,CI24389
68997_12,CI24397
68997_13,CI24401
68999_11,CI26844
68999_12,CI27005
68999_13,CI26849
69004_11,CI24070
69004_12,CI24917
69004_13,CI24901
69005_11,CI25082
69005_12,CI24259
69005_13,CI24760
69006_11,CI25082
69006_12,CI24766
69006_13,CI24259
69009_11,CI23895
69009_12,CI24393
69009_13,CI24710
69010_11,CI24401
69010_12,CI24314
69010_13,CI24317
69014_11,CI24940
69014_12,CI24681
69014_13,CI24866
69018_11,CI26740
69018_12,CI26844
69018_13,CI25367
69019_11,CI26336
69019_12,CI27111
69019_13,CI26346
69022_11,CI23630
69022_12,CI23725
69022_13,CI24128
69023_11,CI24300
69023_12,CI24389
69023_13,CI24303
69025_11,CI24769
69025_12,CI23656
69025_13,CI24671
69027_11,CI26435
69027_12,CI26434
69027_13,CI26432
69029_11,CI27413
69029_12,CI27419
69029_13,CI27417
69031_11,CI24319
69031_12,CI24303
69031_13,CI24234
69034_11,CI25652
69034_12,CI24766
69034_13,CI25544
69038_11,CI25367
69038_12,CI25690
69038_13,CI24179
69039_11,CI27413
69039_12,CI27412
69039_13,CI27419
69042_11,CI26740
69042_12,CI25176
69042_13,CI23503
69045_11,CI24070
69045_12,CI23879
69045_13,CI24917
69049_11,CI23699
69049_12,CI24559
69049_13,CI23698
69050_11,CI24760
69050_12,CI24259
69050_13,CI25082
69059_11,CI27413
69059_12,CI27417
69059_13,CI27416
69064_11,CI24681
69064_12,CI24866
69064_13,CI24848
69065_11,CI23906
69065_12,CI25084
69065_13,CI24282
69069_11,CI24148
69069_12,CI23667
69069_13,CI23726
69070_11,CI26346
69070_12,CI26337
69070_13,CI26336
69073_11,CI24319
69073_12,CI24326
69073_13,CI24317
69077_11,CI25262
69077_12,CI25532
69077_13,CI24392
69079_11,CI27410
69079_12,CI27413
69079_13,CI27417
69080_11,CI27410
69080_12,CI27413
69080_13,CI27419
69081_11,CI27413
69081_12,CI27416
69081_13,CI27419
69084_11,CI24758
69084_12,CI23838
69084_13,CI25077
69086_11,CI24755
69086_12,CI24753
69086_13,CI24763
69091_11,CI24901
69091_12,CI24899
69091_13,CI24898
69093_11,CI24151
69093_12,CI25077
69093_13,CI23630
69094_11,CI24678
69094_12,CI24677
69094_13,CI24675
69095_11,CI24678
69095_12,CI24677
69095_13,CI24676
69102_11,CI24901
69102_12,CI24303
69102_13,CI24319
69103_11,CI24319
69103_12,CI24677
69103_13,CI24865
69107_11,CI24234
69107_12,CI24319
69107_13,CI24300
69108_11,CI24402
69108_12,CI24400
69108_13,CI24234
69110_11,CI26844
69110_12,CI23530
69110_13,CI27063
69113_11,CI26320
69113_12,CI27109
69113_13,CI27005
69116_11,CI26429
69116_12,CI26437
69116_13,CI26440
69118_11,CI27343
69118_12,CI27354
69118_13,CI27348
69119_11,CI27067
69119_12,CI27089
69119_13,CI23530
69120_11,CI25688
69120_12,CI24756
69120_13,CI23630
69121_11,CI23656
69121_12,CI24673
69121_13,CI24112
69122_11,CI24747
69122_12,CI23615
69122_13,CI24763
69127_11,CI24402
69127_12,CI23615
69127_13,CI23656
69128_11,CI23537
69128_12,CI24401
69128_13,CI24865
69132_11,CI23914
69132_12,CI23736
69132_13,CI23916
69138_11,CI24256
69138_12,CI24401
69138_13,CI24324
69142_11,CI24747
69142_12,CI24769
69142_13,CI24757
69143_11,CI24397
69143_12,CI24865
69143_13,CI24300
69144_11,CI25689
69144_12,CI23788
69144_13,CI24769
69147_11,CI26286
69147_12,CI26205
69147_13,CI24040
69148_11,CI24932
69148_12,CI24070
69148_13,CI24148
69150_11,CI24191
69150_12,CI24186
69150_13,CI24188
69152_11,CI24151
69152_12,CI23942
69152_13,CI24020
69153_11,CI26340
69153_12,CI27109
69153_13,CI27112
69154_11,CI25253
69154_12,CI24910
69154_13,CI23503
69156_11,CI24755
69156_12,CI23883
69156_13,CI23656
69159_11,CI23942
69159_12,CI24151
69159_13,CI23831
69167_11,CI23781
69167_12,CI23722
69167_13,CI24058
69168_11,CI26489
69168_12,CI25804
69168_13,CI26494
69172_11,CI23747
69172_12,CI24669
69172_13,CI23872
69176_11,CI24332
69176_12,CI24254
69176_13,CI24544
69178_11,CI24332
69178_12,CI24254
69178_13,CI24544
69180_11,CI24256
69180_12,CI24317
69180_13,CI24327
69186_11,CI23726
69186_12,CI24758
69186_13,CI24671
69190_11,CI26439
69190_12,CI26425
69190_13,CI26435
69192_11,CI24393
69192_12,CI24392
69192_13,CI23913
69196_11,CI26458
69196_12,CI26463
69196_13,CI26464
69197_11,CI24496
69197_12,CI24402
69197_13,CI24514
69198_11,CI24680
69198_12,CI24171
69198_13,CI24399
69201_11,CI24400
69201_12,CI24050
69201_13,CI23667
69207_11,CI24399
69207_12,CI24866
69207_13,CI23725
69209_11,CI23667
69209_12,CI24402
69209_13,CI24400
69210_11,CI23942
69210_12,CI23630
69210_13,CI24392
69213_11,CI24773
69213_12,CI24755
69213_13,CI24753
69215_11,CI25766
69215_12,CI25761
69215_13,CI25763
69217_11,CI24672
69217_12,CI25689
69217_13,CI24398
69219_11,CI25689
69219_12,CI25693
69219_13,CI23838
69220_11,CI24680
69220_12,CI24673
69220_13,CI24535
69225_11,CI24856
69225_12,CI24892
69225_13,CI23537
69227_11,CI24899
69227_12,CI24894
69227_13,CI24300
69228_11,CI27348
69228_12,CI27343
69228_13,CI27354
69230_11,CI23942
69230_12,CI24763
69230_13,CI24158
69233_11,CI24889
69233_12,CI24896
69233_13,CI23831
69234_11,CI24738
69234_12,CI24740
69234_13,CI24844
69235_11,CI26622
69235_12,CI26366
69235_13,CI26382
69241_11,CI24158
69241_12,CI24154
69241_13,CI24055
69244_11,CI23923
69244_12,CI23883
69244_13,CI23806
69249_11,CI24671
69249_12,CI24402
69249_13,CI24400
69252_11,CI25084
69252_12,CI24047
69252_13,CI23806
69256_11,CI24148
69256_12,CI24071
69256_13,CI23667
69258_11,CI27417
69258_12,CI27413
69258_13,CI27419
69268_11,CI24053
69268_12,CI24071
69268_13,CI23953
69269_11,CI26435
69269_12,CI26436
69269_13,CI26439
69272_11,CI24053
69272_12,CI23938
69272_13,CI24158
69274_11,CI23656
69274_12,CI23630
69274_13,CI24672
69277_11,CI23726
69277_12,CI25077
69277_13,CI24176
69280_11,CI24680
69280_12,CI24399
69280_13,CI24400
69288_11,CI24769
69288_12,CI24908
69288_13,CI23883
69289_11,CI25077
69289_12,CI23726
69289_13,CI24769
69290_11,CI24176
69290_12,CI24020
69290_13,CI24158
69291_11,CI24020
69291_12,CI24769
69291_13,CI24697
69293_11,CI24747
69293_12,CI24667
69293_13,CI23938
69297_11,CI24319
69297_12,CI24389
69297_13,CI24865
69298_11,CI24923
69298_12,CI24898
69298_13,CI24899
69302_11,CI24847
69302_12,CI24678
69302_13,CI24176
69303_11,CI26435
69303_12,CI26439
69303_13,CI26436
69305_11,CI23791
69305_12,CI23656
69305_13,CI23726
69306_11,CI24399
69306_12,CI24112
69306_13,CI24148
69309_11,CI24364
69309_12,CI24185
69309_13,CI25477
69313_11,CI25692
69313_12,CI25694
69313_13,CI23630
69316_11,CI25450
69316_12,CI25447
69316_13,CI25448
69317_11,CI25256
69317_12,CI23630
69317_13,CI23883
69318_11,CI25442
69318_12,CI25689
69318_13,CI24915
69321_11,CI24234
69321_12,CI24319
69321_13,CI24303
69323_11,CI23615
69323_12,CI24158
69323_13,CI25689
69324_11,CI24401
69324_12,CI24234
69324_13,CI24403
69328_11,CI25450
69328_12,CI23973
69328_13,CI24103
69329_11,CI24680
69329_12,CI24535
69329_13,CI24399
69334_11,CI24364
69334_12,CI24103
69334_13,CI25183
69337_11,CI26740
69337_12,CI24145
69337_13,CI24720
69342_11,CI25253
69342_12,CI26143
69342_13,CI25944
69344_11,CI27413
69344_12,CI27417
69344_13,CI27410
69345_11,CI26622
69345_12,CI26425
69345_13,CI26415
69346_11,CI27413
69346_12,CI27417
69346_13,CI27419
69349_11,CI25696
69349_12,CI26052
69349_13,CI25698
69352_11,CI24667
69352_12,CI24401
69352_13,CI24390
69353_11,CI24896
69353_12,CI24892
69353_13,CI24897
69354_11,CI26622
69354_12,CI26366
69354_13,CI26370
69359_11,CI24792
69359_12,CI25689
69359_13,CI25442
69360_11,CI26622
69360_12,CI26366
69360_13,CI26382
69366_11,CI24234
69366_12,CI24319
69366_13,CI24865
69368_11,CI23972
69368_12,CI23831
69368_13,CI24399
69369_11,CI23800
69369_12,CI24758
69369_13,CI24300
69371_11,CI24535
69371_12,CI24940
69371_13,CI24171
69373_11,CI23791
69373_12,CI23726
69373_13,CI24050
69380_11,CI24848
69380_12,CI24896
69380_13,CI24892
69381_11,CI25812
69381_12,CI25813
69381_13,CI25811
69384_11,CI27089
69384_12,CI27063
69384_13,CI26844
69385_11,CI24681
69385_12,CI24020
69385_13,CI24678
69387_11,CI23677
69387_12,CI24718
69387_13,CI24759
69388_11,CI24176
69388_12,CI24020
69388_13,CI24148
69390_11,CI24496
69390_12,CI23883
69390_13,CI24465
69398_11,CI27417
69398_12,CI27424
69398_13,CI27410
69399_11,CI25367
69399_12,CI25110
69399_13,CI23503
69402_11,CI27063
69402_12,CI27089
69402_13,CI27067
69403_11,CI27358
69403_12,CI27359
69403_13,CI27355
69404_11,CI24110
69404_12,CI24402
69404_13,CI24848
69408_11,CI24836
69408_12,CI24832
69408_13,CI24835
69416_11,CI25985
69416_12,CI25990
69416_13,CI25966
69419_11,CI24681
69419_12,CI24400
69419_13,CI24399
69424_11,CI24128
69424_12,CI23883
69424_13,CI24314
69426_11,CI24401
69426_12,CI24458
69426_13,CI24389
69428_11,CI24402
69428_12,CI24110
69428_13,CI24896
69430_11,CI25214
69430_12,CI25247
69430_13,CI24490
69434_11,CI24319
69434_12,CI24303
69434_13,CI24300
69436_11,CI23912
69436_12,CI24393
69436_13,CI23919
69438_11,CI24680
69438_12,CI23971
69438_13,CI23653
69439_11,CI27096
69439_12,CI26844
69439_13,CI27063
69440_11,CI25214
69440_12,CI25247
69440_13,CI24490
69441_11,CI26622
69441_12,CI26366
69441_13,CI26382
69444_11,CI25782
69444_12,CI26447
69444_13,CI24145
69449_11,CI23656
69449_12,CI24148
69449_13,CI23615
69452_11,CI24892
69452_12,CI24889
69452_13,CI24894
69453_11,CI26435
69453_12,CI26436
69453_13,CI26439
69455_11,CI26437
69455_12,CI26446
69455_13,CI26439
69459_11,CI24754
69459_12,CI23806
69459_13,CI25689
69460_11,CI24908
69460_12,CI24896
69460_13,CI24864
69467_11,CI24908
69467_12,CI24476
69467_13,CI24792
69468_11,CI24673
69468_12,CI25077
69468_13,CI23725
69475_11,CI26365
69475_12,CI26366
69475_13,CI26446
69476_11,CI24611
69476_12,CI24612
69476_13,CI24614
69482_11,CI24151
69482_12,CI23942
69482_13,CI24158
69483_11,CI25689
69483_12,CI24917
69483_13,CI24915
69487_11,CI24020
69487_12,CI24176
69487_13,CI24158
69489_11,CI25442
69489_12,CI24755
69489_13,CI24792
69491_11,CI24932
69491_12,CI24940
69491_13,CI24848
69495_11,CI23864
69495_12,CI24327
69495_13,CI24389
69499_11,CI24908
69499_12,CI24758
69499_13,CI24898
69505_11,CI23672
69505_12,CI24740
69505_13,CI24730
69507_11,CI27410
69507_12,CI27419
69507_13,CI27411
69515_11,CI26052
69515_12,CI26989
69515_13,CI23759
69516_11,CI24673
69516_12,CI24171
69516_13,CI23725
69518_11,CI24103
69518_12,CI24364
69518_13,CI24544
69519_11,CI27348
69519_12,CI27343
69519_13,CI27354
69520_11,CI24402
69520_12,CI24148
69520_13,CI24932
69521_11,CI26439
69521_12,CI26425
69521_13,CI26435
69522_11,CI26435
69522_12,CI26434
69522_13,CI26432
69523_11,CI24792
69523_12,CI24773
69523_13,CI24755
69525_11,CI25688
69525_12,CI25689
69525_13,CI23630
69526_11,CI26435
69526_12,CI26434
69526_13,CI26432
69528_11,CI23699
69528_12,CI24792
69528_13,CI23586
69529_11,CI24398
69529_12,CI24393
69529_13,CI24914
69534_11,CI26418
69534_12,CI26420
69534_13,CI26421
69536_11,CI23788
69536_12,CI24915
69536_13,CI25688
69541_11,CI23942
69541_12,CI23883
69541_13,CI24393
69546_11,CI24148
69546_12,CI24673
69546_13,CI23667
69550_11,CI24848
69550_12,CI24896
69550_13,CI24866
69551_11,CI25134
69551_12,CI23530
69551_13,CI26844
69553_11,CI25689
69553_12,CI25688
69553_13,CI23923
69555_11,CI23537
69555_12,CI24865
69555_13,CI24866
69557_11,CI24103
69557_12,CI23629
69557_13,CI24033
69559_11,CI24158
69559_12,CI24020
69559_13,CI23726
69562_11,CI23747
69562_12,CI23895
69562_13,CI24896
69563_11,CI24680
69563_12,CI24769
69563_13,CI24671
69565_11,CI23630
69565_12,CI24759
69565_13,CI23923
69566_11,CI24535
69566_12,CI24680
69566_13,CI24399
69572_11,CI24848
69572_12,CI24864
69572_13,CI24681
69573_11,CI24053
69573_12,CI24816
69573_13,CI23923
69579_11,CI26435
69579_12,CI26439
69579_13,CI26436
69582_11,CI24303
69582_12,CI24300
69582_13,CI24319
69584_11,CI24892
69584_12,CI24864
69584_13,CI24896
69585_11,CI26435
69585_12,CI26439
69585_13,CI26436
69586_11,CI26435
69586_12,CI26439
69586_13,CI26436
69590_11,CI25761
69590_12,CI27005
69590_13,CI25763
69596_11,CI24188
69596_12,CI24187
69596_13,CI24191
69599_11,CI24770
69599_12,CI23806
69599_13,CI25688
69600_11,CI23725
69600_12,CI24148
69600_13,CI24681
69606_11,CI25450
69606_12,CI25688
69606_13,CI25455
69607_11,CI24151
69607_12,CI23726
69607_13,CI24020
69609_11,CI26439
69609_12,CI26435
69609_13,CI26436
69613_11,CI25689
69613_12,CI25688
69613_13,CI24769
69618_11,CI24488
69618_12,CI25202
69618_13,CI25203
69620_11,CI24932
69620_12,CI24940
69620_13,CI24070
69622_11,CI26418
69622_12,CI26420
69622_13,CI26421
69623_11,CI24754
69623_12,CI23971
69623_13,CI24769
69624_11,CI26435
69624_12,CI26434
69624_13,CI26432
69626_11,CI24020
69626_12,CI23971
69626_13,CI24671
69629_11,CI24332
69629_12,CI24336
69629_13,CI26854
69631_11,CI24669
69631_12,CI24040
69631_13,CI24047
69636_11,CI23971
69636_12,CI24845
69636_13,CI25514
69642_11,CI27096
69642_12,CI27089
69642_13,CI26844
69645_11,CI24763
69645_12,CI25442
69645_13,CI23677
69647_11,CI24303
69647_12,CI24927
69647_13,CI24758
69648_11,CI23934
69648_12,CI24073
69648_13,CI23970
69649_11,CI26844
69649_12,CI27096
69649_13,CI27089
69650_11,CI26435
69650_12,CI26436
69650_13,CI26439
69651_11,CI24734
69651_12,CI26143
69651_13,CI23788
69652_11,CI25253
69652_12,CI26143
69652_13,CI23503
69653_11,CI24535
69653_12,CI24399
69653_13,CI24680
69662_11,CI24400
69662_12,CI24866
69662_13,CI24865
69664_11,CI24880
69664_12,CI24855
69664_13,CI24856
69665_11,CI24148
69665_12,CI23615
69665_13,CI24050
69668_11,CI24020
69668_12,CI24915
69668_13,CI23882
69669_11,CI23800
69669_12,CI24959
69669_13,CI24613
69670_11,CI27410
69670_12,CI27419
69670_13,CI27417
69675_11,CI23677
69675_12,CI24754
69675_13,CI24150
69676_11,CI23747
69676_12,CI23872
69676_13,CI24398
69678_11,CI27410
69678_12,CI27413
69678_13,CI27417
69679_11,CI27417
69679_12,CI27413
69679_13,CI27419
69687_11,CI27419
69687_12,CI27417
69687_13,CI27413
69688_11,CI23806
69688_12,CI23630
69688_13,CI24754
69689_11,CI24400
69689_12,CI24681
69689_13,CI24402
69691_11,CI23582
69691_12,CI27561
69691_13,CI27559
69693_11,CI24459
69693_12,CI24496
69693_13,CI24327
69695_11,CI24300
69695_12,CI24303
69695_13,CI24070
69698_11,CI24314
69698_12,CI24300
69698_13,CI24363
69699_11,CI24514
69699_12,CI24465
69699_13,CI24495
69704_11,CI24923
69704_12,CI24915
69704_13,CI24934
69705_11,CI24769
69705_12,CI24399
69705_13,CI24758
69707_11,CI23838
69707_12,CI25077
69707_13,CI24751
69709_11,CI24680
69709_12,CI24535
69709_13,CI24673
69713_11,CI24402
69713_12,CI24401
69713_13,CI24319
69717_11,CI24234
69717_12,CI24389
69717_13,CI24319
69721_11,CI27561
69721_12,CI24128
69721_13,CI24150
69722_11,CI24773
69722_12,CI24753
69722_13,CI24755
69731_11,CI24932
69731_12,CI23807
69731_13,CI24400
69735_11,CI25209
69735_12,CI25201
69735_13,CI25202
69736_11,CI24889
69736_12,CI24892
69736_13,CI24848
69737_11,CI24319
69737_12,CI24300
69737_13,CI24234
69738_11,CI24148
69738_12,CI23667
69738_13,CI23615
69740_11,CI26365
69740_12,CI26848
69740_13,CI26403
69742_11,CI24040
69742_12,CI24047
69742_13,CI23872
69743_11,CI24757
69743_12,CI23630
69743_13,CI24769
69744_11,CI25690
69744_12,CI25692
69744_13,CI24754
69747_11,CI23726
69747_12,CI23656
69747_13,CI24866
69753_11,CI24535
69753_12,CI24680
69753_13,CI24940
69754_11,CI24148
69754_12,CI24769
69754_13,CI23667
69755_11,CI24336
69755_12,CI24400
69755_13,CI24399
69758_11,CI26365
69758_12,CI26848
69758_13,CI26403
69760_11,CI24901
69760_12,CI24899
69760_13,CI24923
69761_11,CI24145
69761_12,CI26849
69761_13,CI25761
69766_11,CI24864
69766_12,CI24901
69766_13,CI24940
69768_11,CI24680
69768_12,CI24400
69768_13,CI24681
69776_11,CI27417
69776_12,CI27419
69776_13,CI27410
69777_11,CI24934
69777_12,CI24070
69777_13,CI24915
69781_11,CI26365
69781_12,CI26848
69781_13,CI26403
69783_11,CI24526
69783_12,CI24314
69783_13,CI24389
69786_11,CI26365
69786_12,CI26848
69786_13,CI26403
69789_11,CI24042
69789_12,CI24756
69789_13,CI24769
69792_11,CI24326
69792_12,CI24397
69792_13,CI24318
69794_11,CI24916
69794_12,CI25688
69794_13,CI24926
69795_11,CI24754
69795_12,CI24769
69795_13,CI23838
69798_11,CI23503
69798_12,CI25253
69798_13,CI26143
69800_11,CI24934
69800_12,CI24923
69800_13,CI24930
69803_11,CI24400
69803_12,CI24336
69803_13,CI23537
69809_11,CI25703
69809_12,CI25133
69809_13,CI27005
69810_11,CI24535
69810_12,CI24399
69810_13,CI24681
69811_11,CI24934
69811_12,CI24923
69811_13,CI24915
69815_11,CI24923
69815_12,CI24961
69815_13,CI24901
69817_11,CI23942
69817_12,CI25641
69817_13,CI25688
69822_11,CI24319
69822_12,CI24303
69822_13,CI24300
69824_11,CI24148
69824_12,CI23726
69824_13,CI24769
69830_11,CI27417
69830_12,CI27419
69830_13,CI27413
69832_11,CI24389
69832_12,CI24324
69832_13,CI24327
69835_11,CI23726
69835_12,CI24020
69835_13,CI24680
69836_11,CI24848
69836_12,CI24896
69836_13,CI24892
69838_11,CI25442
69838_12,CI25690
69838_13,CI24179
69850_11,CI25256
69850_12,CI25367
69850_13,CI24910
69851_11,CI24914
69851_12,CI24792
69851_13,CI24818
69852_11,CI24930
69852_12,CI24923
69852_13,CI24934
69853_11,CI24930
69853_12,CI24961
69853_13,CI24923
69854_11,CI25803
69854_12,CI25797
69854_13,CI25804
69859_11,CI24673
69859_12,CI24399
69859_13,CI24402
69860_11,CI24865
69860_12,CI24300
69860_13,CI24397
69862_11,CI23788
69862_12,CI25692
69862_13,CI25689
69863_11,CI23806
69863_12,CI23883
69863_13,CI25690
69866_11,CI25812
69866_12,CI25813
69866_13,CI25811
69867_11,CI24081
69867_12,CI24956
69867_13,CI24113
69870_11,CI23725
69870_12,CI24681
69870_13,CI23615
69881_11,CI24680
69881_12,CI24399
69881_13,CI25072
69883_11,CI23800
69883_12,CI24020
69883_13,CI24672
69885_11,CI24151
69885_12,CI24020
69885_13,CI24158
69887_11,CI24757
69887_12,CI25689
69887_13,CI24769
69888_11,CI27109
69888_12,CI27122
69888_13,CI25779
69889_11,CI24934
69889_12,CI24915
69889_13,CI24070
69894_11,CI26411
69894_12,CI25826
69894_13,CI25824
69897_11,CI24235
69897_12,CI24327
69897_13,CI24234
69899_11,CI25812
69899_12,CI25813
69899_13,CI25811
69901_11,CI24759
69901_12,CI24070
69901_13,CI24676
69903_11,CI23938
69903_12,CI24154
69903_13,CI24863
69904_11,CI24915
69904_12,CI24916
69904_13,CI24917
69905_11,CI24176
69905_12,CI25077
69905_13,CI24151
69906_11,CI24769
69906_12,CI24763
69906_13,CI23630
69907_11,CI27417
69907_12,CI27419
69907_13,CI27413
69908_11,CI24158
69908_12,CI24154
69908_13,CI23726
69909_11,CI24677
69909_12,CI24853
69909_13,CI24676
69912_11,CI27749
69912_12,CI27754
69912_13,CI27752
69914_11,CI23630
69914_12,CI24769
69914_13,CI24759
69915_11,CI25812
69915_12,CI25813
69915_13,CI25811
69916_11,CI24889
69916_12,CI24894
69916_13,CI24858
69917_11,CI24930
69917_12,CI24961
69917_13,CI24923
69918_11,CI24923
69918_12,CI24192
69918_13,CI24191
69921_11,CI23726
69921_12,CI24020
69921_13,CI24847
69923_11,CI24940
69923_12,CI24535
69923_13,CI25077
69924_11,CI24148
69924_12,CI23725
69924_13,CI24759
69926_11,CI23788
69926_12,CI24769
69926_13,CI24672
69927_11,CI24917
69927_12,CI24915
69927_13,CI23800
69928_11,CI24923
69928_12,CI24901
69928_13,CI24898
69932_11,CI24235
69932_12,CI24397
69932_13,CI24256
69934_11,CI24324
69934_12,CI24325
69934_13,CI24234
69936_11,CI27749
69936_12,CI27754
69936_13,CI27752
69939_11,CI24707
69939_12,CI24818
69939_13,CI24088
69947_11,CI24894
69947_12,CI23800
69947_13,CI24898
69949_11,CI24672
69949_12,CI24676
69949_13,CI24769
69950_11,CI23667
69950_12,CI24158
69950_13,CI23726
69957_11,CI27561
69957_12,CI23662
69957_13,CI25442
69958_11,CI24897
69958_12,CI24894
69958_13,CI24900
69961_11,CI23667
69961_12,CI24148
69961_13,CI24020
69965_11,CI24040
69965_12,CI23747
69965_13,CI23757
69967_11,CI26425
69967_12,CI26446
69967_13,CI26424
69969_11,CI25821
69969_12,CI26411
69969_13,CI26412
69970_11,CI27038
69970_12,CI27033
69970_13,CI27036
69976_11,CI24614
69976_12,CI24612
69976_13,CI24611
69981_11,CI24894
69981_12,CI24897
69981_13,CI24892
69982_11,CI23942
69982_12,CI24307
69982_13,CI24399
69987_11,CI25979
69987_12,CI25978
69987_13,CI25968
69989_11,CI24932
69989_12,CI24319
69989_13,CI24070
69992_11,CI24189
69992_12,CI24186
69992_13,CI24190
69993_11,CI24896
69993_12,CI24892
69993_13,CI24848
69994_11,CI24459
69994_12,CI24458
69994_13,CI24490
69998_11,CI24865
69998_12,CI24319
69998_13,CI24234
69999_11,CI25253
69999_12,CI23788
69999_13,CI24910
70003_11,CI24151
70003_12,CI24680
70003_13,CI24940
70005_11,CI25442
70005_12,CI25688
70005_13,CI23677
70009_11,CI24923
70009_12,CI24899
70009_13,CI24897
70010_11,CI23788
70010_12,CI24757
70010_13,CI25688
70011_11,CI24758
70011_12,CI24959
70011_13,CI24964
70013_11,CI23503
70013_12,CI24910
70013_13,CI25133
